group	PeakID (cmd=annotatePeaks.pl Common_optimal.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
KO Specific	primary_peak_5745	chr11	98907387	98908017	+	621	NA	promoter-TSS (NM_011799)	promoter-TSS (NM_011799)	-187	NM_001025779	23834	Mm.20912	NM_011799	ENSMUSG00000017499	Cdc6	CDC18L|p62(cdc6)	cell division cycle 6	protein-coding
KO Specific	primary_peak_14044	chr17	47687736	47688417	+	615	NA	TTS (NM_001290337)	TTS (NM_001290337)	310	NM_001164729	66119	Mm.89912	NM_025365	ENSMUSG00000033475	Tomm6	1110002E23Rik|AI663970	translocase of outer mitochondrial membrane 6	protein-coding
KO Specific	primary_peak_15926	chr19	8756613	8757517	+	612	NA	promoter-TSS (NM_001276704)	promoter-TSS (NM_001276704)	-38	NM_016813	53319	Mm.7271	NM_016813	ENSMUSG00000010097	Nxf1	Mex67|Mvb1|Tap	nuclear RNA export factor 1	protein-coding
KO Specific	primary_peak_24460	chr5	120510898	120511652	+	606	NA	promoter-TSS (NM_001177594)	promoter-TSS (NM_001177594)	83	NM_001177595	170756	Mm.291070	NM_133221	ENSMUSG00000032754	Slc8b1	AF261233|NCKX6|NCLX|Slc24a6	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	protein-coding
KO Specific	primary_peak_1771	chr1	171345316	171346361	+	602	NA	promoter-TSS (NM_001242580)	promoter-TSS (NM_001242580)	139	NM_011070	18637	Mm.10756	NM_011070	ENSMUSG00000006412	Pfdn2	ESTM27|W48336	prefoldin 2	protein-coding
KO Specific	primary_peak_16224	chr19	32755822	32757735	+	593	NA	promoter-TSS (NM_008960)	promoter-TSS (NM_008960)	-799	NM_008960	19211	Mm.245395	NM_008960	ENSMUSG00000013663	Pten	2310035O07Rik|A130070J02Rik|AI463227|B430203M17Rik|MMAC1|PTENbeta|TEP1	phosphatase and tensin homolog	protein-coding
KO Specific	primary_peak_28948	chr7	127768817	127770190	+	586	NA	promoter-TSS (NM_198424)	promoter-TSS (NM_198424)	-312	NM_198424	269999	Mm.36852	NM_198424	ENSMUSG00000043964	Orai3	9930124N15|BC061259|Tmem142c	ORAI calcium release-activated calcium modulator 3	protein-coding
KO Specific	primary_peak_14078	chr17	48418039	48418974	+	586	NA	TTS (NM_009694)	TTS (NM_009694)	8506	NM_001289490	106821	Mm.203943	NM_207219	ENSMUSG00000040771	Oard1	AI314976|AW558560	O-acyl-ADP-ribose deacylase 1	protein-coding
KO Specific	primary_peak_29475	chr8	25051721	25053157	+	585	NA	intron (NM_031257, intron 9 of 11)	intron (NM_031257, intron 9 of 11)	-13477	NM_001081187	330723	Mm.334452	NM_001081187	ENSMUSG00000037406	Htra4	B430206E18Rik	HtrA serine peptidase 4	protein-coding
KO Specific	primary_peak_17045	chr2	26359855	26361102	+	581	NA	promoter-TSS (NM_001037747)	promoter-TSS (NM_001037747)	-931	NM_001037747	332579	Mm.330064	NM_001037747	ENSMUSG00000026928	Card9	Gm782	caspase recruitment domain family, member 9	protein-coding
KO Specific	primary_peak_4719	chr11	59227759	59228488	+	581	NA	promoter-TSS (NM_001130408)	promoter-TSS (NM_001130408)	39	NM_001130408	11840	Mm.371546	NM_007476	ENSMUSG00000048076	Arf1	-	ADP-ribosylation factor 1	protein-coding
KO Specific	primary_peak_22694	chr4	137593545	137594574	+	580	NA	promoter-TSS (NM_130879)	promoter-TSS (NM_130879)	-130	NM_130879	170707	Mm.218478	NM_130879	ENSMUSG00000043411	Usp48	2810449C13Rik|AI115503|BC021769|D330022K21Rik|Usp31	ubiquitin specific peptidase 48	protein-coding
KO Specific	primary_peak_22463	chr4	132509743	132510742	+	579	NA	5' UTR (NM_144907, exon 1 of 10)	5' UTR (NM_144907, exon 1 of 10)	214	NM_144907	230784	Mm.23608	NM_144907	ENSMUSG00000028893	Sesn2	HI95|SEST2|Ses2	sestrin 2	protein-coding
KO Specific	primary_peak_7467	chr12	102439620	102440359	+	577	NA	promoter-TSS (NM_011175)	promoter-TSS (NM_011175)	-292	NM_011175	19141	Mm.17185	NM_011175	ENSMUSG00000021190	Lgmn	AEP|AI746452|AU022324|Prsc1	legumain	protein-coding
KO Specific	primary_peak_5391	chr11	83440176	83441111	+	577	NA	intron (NM_025492, intron 2 of 2)	CpG	2949	NM_025492	66330	Mm.44800	NM_025492	ENSMUSG00000035085	1700020L24Rik	-	RIKEN cDNA 1700020L24 gene	protein-coding
KO Specific	primary_peak_204	chr1	36556586	36558003	+	566	NA	intron (NM_001126047, intron 1 of 14)	CpG	1087	NM_001126047	20353	Mm.29558	NM_001126047	ENSMUSG00000026121	Sema4c	AI426163|M-Sema F|Semacl1|Semaf|Semai|sema I	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	protein-coding
KO Specific	primary_peak_29893	chr8	70791380	70792919	+	563	NA	intron (NM_199308, intron 1 of 25)	intron (NM_199308, intron 1 of 25)	284	NM_199308	546071	Mm.250731	NM_199308	ENSMUSG00000031833	Mast3	BC024265|mKIAA0561	microtubule associated serine/threonine kinase 3	protein-coding
KO Specific	primary_peak_22508	chr4	133130023	133131379	+	561	NA	promoter-TSS (NM_153423)	promoter-TSS (NM_153423)	68	NM_153423	242687	Mm.23566	NM_153423	ENSMUSG00000028868	Wasf2	AW742646|D4Ertd13e|WAVE2	WAS protein family, member 2	protein-coding
KO Specific	primary_peak_26977	chr6	140766426	140768492	+	561	NA	Intergenic	Intergenic	143161	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding
KO Specific	primary_peak_20197	chr3	95281312	95281999	+	559	NA	5' UTR (NM_173347, exon 1 of 8)	5' UTR (NM_173347, exon 1 of 8)	421	NM_173347	229589	Mm.14155	NM_173347	ENSMUSG00000015711	Prune1	9230112O05Rik|C130058A12|DRES-17|HTCD37|PRUNEM1|Prune|Prune-M1	prune exopolyphosphatase	protein-coding
KO Specific	primary_peak_3911	chr10	127164629	127166005	+	554	NA	promoter-TSS (NM_001244618)	promoter-TSS (NM_001244618)	161	NM_008080	14421	Mm.386762	NM_008080	ENSMUSG00000006731	B4galnt1	4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2	beta-1,4-N-acetyl-galactosaminyl transferase 1	protein-coding
KO Specific	primary_peak_28907	chr7	126928499	126929222	+	553	NA	promoter-TSS (NM_172747)	promoter-TSS (NM_172747)	-19	NM_172747	233877	Mm.245897	NM_172747	ENSMUSG00000030685	Kctd13	1500003N18Rik|AV259508|PDIP1alpha|Pdip1|Poldip1	potassium channel tetramerisation domain containing 13	protein-coding
KO Specific	primary_peak_6893	chr12	57230130	57231348	+	542	NA	intron (NM_001164370, intron 1 of 9)	CpG	314	NM_001164370	73490	Mm.268180	NM_001164370	ENSMUSG00000047022	Mipol1	1700081O04Rik|6030439O22Rik|AU021838|AW536152|D12Ertd19e	mirror-image polydactyly 1	protein-coding
KO Specific	primary_peak_28445	chr7	99151284	99151822	+	539	NA	Intergenic	Intergenic	-10409	NM_178635	78610	Mm.323072	NM_178635	ENSMUSG00000035354	Uvrag	9530039D02Rik|AI648770|BB124205|Uvrag1|Uvragl	UV radiation resistance associated gene	protein-coding
KO Specific	primary_peak_30521	chr8	108910819	108911841	+	538	NA	intron (NM_007496, intron 4 of 9)	intron (NM_007496, intron 4 of 9)	-25530	NR_037295	100526511		NR_037295	ENSMUSG00000093241	Mir3108	mir-3108|mmu-mir-3108	microRNA 3108	ncRNA
KO Specific	primary_peak_15219	chr18	54970684	54971640	+	536	NA	intron (NM_175751, intron 2 of 9)	intron (NM_175751, intron 2 of 9)	19018	NM_175751	269023	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding
KO Specific	primary_peak_29920	chr8	71487717	71488806	+	536	NA	5' UTR (NM_032544, exon 1 of 9)	5' UTR (NM_032544, exon 1 of 9)	158	NM_032544	70359	Mm.142112	NM_032544	ENSMUSG00000007610	Gtpbp3	2410009F13Rik|AI607903	GTP binding protein 3	protein-coding
KO Specific	primary_peak_13567	chr17	28522584	28523411	+	535	NA	Intergenic	CpG	-7864	NM_026290	67645	Mm.46170	NM_026290	ENSMUSG00000024223	Armc12	4930511I11Rik|AV041658	armadillo repeat containing 12	protein-coding
KO Specific	primary_peak_16353	chr19	41384970	41385579	+	534	NA	promoter-TSS (NM_031376)	promoter-TSS (NM_031376)	-204	NM_031376	83490	Mm.222266	NM_031376	ENSMUSG00000025017	Pik3ap1	1810044J04Rik|BCAP	phosphoinositide-3-kinase adaptor protein 1	protein-coding
KO Specific	primary_peak_15797	chr19	5406519	5407512	+	534	NA	non-coding (NR_015545, exon 1 of 5)	non-coding (NR_015545, exon 1 of 5)	200	NR_015545	74931	Mm.388511	NR_015545	ENSMUSG00000086938	4930481A15Rik	-	RIKEN cDNA 4930481A15 gene	ncRNA
KO Specific	primary_peak_18165	chr2	118490216	118491601	+	533	NA	Intergenic	Intergenic	-11212	NM_009273	20813	Mm.363404	NM_009273	ENSMUSG00000009549	Srp14	14kDa|AW536328	signal recognition particle 14	protein-coding
KO Specific	primary_peak_20079	chr3	89177164	89177665	+	533	NA	promoter-TSS (NM_011886)	promoter-TSS (NM_011886)	-71	NM_011886	24045	Mm.257052	NM_011886	ENSMUSG00000028049	Scamp3	Sc3	secretory carrier membrane protein 3	protein-coding
KO Specific	primary_peak_252	chr1	37890070	37890687	+	533	NA	promoter-TSS (NM_027098)	promoter-TSS (NM_027098)	33	NM_026913	69028	Mm.63984	NM_026913	ENSMUSG00000026088	Mitd1	1500032H18Rik	MIT, microtubule interacting and transport, domain containing 1	protein-coding
KO Specific	primary_peak_6131	chr11	113751112	113752208	+	533	NA	promoter-TSS (NM_020006)	promoter-TSS (NM_020006)	155	NM_001163346	56699	Mm.293378	NM_020006	ENSMUSG00000041598	Cdc42ep4	1500041M20Rik|Borg4|CEP4	CDC42 effector protein (Rho GTPase binding) 4	protein-coding
KO Specific	primary_peak_29115	chr7	140856113	140857513	+	532	NA	promoter-TSS (NM_053194)	promoter-TSS (NM_053194)	-430	NM_018742	54399	Mm.155696	NM_018742	ENSMUSG00000025484	Bet1l	2610021K23Rik|Gs15	Bet1 golgi vesicular membrane trafficking protein like	protein-coding
KO Specific	primary_peak_5976	chr11	106065599	106066591	+	532	NA	promoter-TSS (NM_027346)	promoter-TSS (NM_027346)	-12	NM_027346	70207	Mm.343857	NM_027346	ENSMUSG00000001983	Taco1	2310066I18Rik|Ccdc44	translational activator of mitochondrially encoded cytochrome c oxidase I	protein-coding
KO Specific	primary_peak_1493	chr1	154174559	154175910	+	532	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-25953	NM_001204908	100503355	Mm.484410	NM_001204908	ENSMUSG00000066797	Zfp648	Gm10178|Gm203	zinc finger protein 648	protein-coding
KO Specific	primary_peak_23143	chr4	155803202	155804009	+	531	NA	promoter-TSS (NM_025570)	promoter-TSS (NM_025570)	-13	NM_025570	66448	Mm.23825	NM_025570	ENSMUSG00000029066	Mrpl20	2610008D01Rik|4930425I20Rik	mitochondrial ribosomal protein L20	protein-coding
KO Specific	primary_peak_3819	chr10	121488577	121489346	+	531	NA	Intergenic	Intergenic	-12711	NM_138956	192678	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
KO Specific	primary_peak_18349	chr2	127207968	127208670	+	530	NA	promoter-TSS (NM_198630)	promoter-TSS (NM_198630)	-39	NM_198630	329509	Mm.120738	NM_198630	ENSMUSG00000044145	1810024B03Rik	-	RIKEN cDNA 1810024B03 gene	protein-coding
KO Specific	primary_peak_16471	chr19	46304151	46305790	+	528	NA	promoter-TSS (NM_019408)	promoter-TSS (NM_019408)	233	NM_001177369	18034	Mm.102365	NM_019408	ENSMUSG00000025225	Nfkb2	NF-kappaB2|lyt|p49|p49/p100|p50B|p52	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein-coding
KO Specific	primary_peak_30110	chr8	83747929	83749185	+	528	NA	Intergenic	G-rich|Low_complexity|Low_complexity	-7246	NM_001163031	26364	Mm.334648	NM_011925	ENSMUSG00000002885	Adgre5	AA409984|Cd97|TM7LN1	adhesion G protein-coupled receptor E5	protein-coding
KO Specific	primary_peak_12118	chr16	17181218	17181953	+	525	NA	intron (NM_009456, intron 1 of 3)	L3|LINE|CR1	19907	NM_009456	22195	Mm.3074	NM_009456	ENSMUSG00000038965	Ube2l3	C79827|UbcM4|Ubce7	ubiquitin-conjugating enzyme E2L 3	protein-coding
KO Specific	primary_peak_32080	chr9	90113610	90114905	+	524	NA	intron (NM_001039147, intron 1 of 12)	CpG	563	NM_024431	21761	Mm.426209	NM_024431	ENSMUSG00000062270	Morf4l1	MORFRG15|MRG15|TEG-189|Tex189|mKIAA4002	mortality factor 4 like 1	protein-coding
KO Specific	primary_peak_29868	chr8	70522631	70523569	+	524	NA	promoter-TSS (NM_029366)	promoter-TSS (NM_029366)	80	NM_029366	75620	Mm.482129	NM_029366	ENSMUSG00000055553	Kxd1	0610030B01Rik|2810422J05Rik|C78305	KxDL motif containing 1	protein-coding
KO Specific	primary_peak_13835	chr17	35673413	35674033	+	523	NA	promoter-TSS (NM_010364)	promoter-TSS (NM_010364)	-41	NM_010364	14885	Mm.10182	NM_010364	ENSMUSG00000001524	Gtf2h4	AW545633|BTF2 p52|p52	general transcription factor II H, polypeptide 4	protein-coding
KO Specific	primary_peak_5232	chr11	77686528	77686800	+	522	NA	intron (NM_001024205, intron 1 of 3)	GC_rich|Low_complexity|Low_complexity	525	NM_001024205	68564	Mm.428996	NM_001024205	ENSMUSG00000037857	Nufip2	1110001M19Rik|9530056D24Rik|AI256692|AI461731|PIG1|mKIAA1321	nuclear fragile X mental retardation protein interacting protein 2	protein-coding
KO Specific	primary_peak_17229	chr2	31239114	31239751	+	520	NA	Intergenic	Intergenic	-6491	NM_019681	14299	Mm.249318	NM_019681	ENSMUSG00000062661	Ncs1	9430075O15Rik|A730032G13Rik|AI836659|Freq|Mfreq|NCS-1	neuronal calcium sensor 1	protein-coding
KO Specific	primary_peak_18288	chr2	122468088	122468206	+	520	NA	promoter-TSS (NR_027919)	promoter-TSS (NR_027919)	-350	NR_027919	81913	Mm.122640	NR_027919		Bambi-ps1	-	BMP and activin membrane-bound inhibitor, pseudogene (Xenopus laevis)	pseudo
KO Specific	primary_peak_6800	chr12	46856468	46857168	+	519	NA	Intergenic	ORR1G|LTR|ERVL-MaLR	-38043	NM_021361	664883	Mm.247195	NM_021361	ENSMUSG00000021047	Nova1	9430099M15Rik|G630039L02|Nova-1	neuro-oncological ventral antigen 1	protein-coding
KO Specific	primary_peak_24590	chr5	123619878	123621129	+	519	NA	intron (NM_001291229, intron 13 of 23)	(CA)n|Simple_repeat|Simple_repeat	-47488	NM_029929	77573	Mm.41372	NM_029929	ENSMUSG00000029434	Vps33a	3830421M04Rik|AI503300|AW048546|AW554476|bf	VPS33A CORVET/HOPS core subunit	protein-coding
KO Specific	primary_peak_22512	chr4	133169328	133170453	+	519	NA	intron (NM_153423, intron 1 of 8)	B3A|SINE|B2	-25765	NR_105984	102466215		NR_105984	ENSMUSG00000099202	Mir7017	Gm27945|mmu-mir-7017	microRNA 7017	ncRNA
KO Specific	primary_peak_10855	chr15	51991561	51992253	+	517	NA	promoter-TSS (NM_009009)	promoter-TSS (NM_009009)	-147	NM_009009	19357	Mm.182628	NM_009009	ENSMUSG00000022314	Rad21	SCC1|mHR21|mKIAA0078	RAD21 cohesin complex component	protein-coding
KO Specific	primary_peak_24846	chr5	137333458	137334167	+	517	NA	promoter-TSS (NM_031406)	promoter-TSS (NM_031406)	-230	NM_031406	83704	Mm.235625	NM_031406	ENSMUSG00000037344	Slc12a9	CIP1	solute carrier family 12 (potassium/chloride transporters), member 9	protein-coding
KO Specific	primary_peak_31116	chr9	21723394	21724579	+	517	NA	intron (NM_001252659, intron 1 of 17)	intron (NM_001252659, intron 1 of 17)	410	NM_010700	16835	Mm.3213	NM_010700	ENSMUSG00000032193	Ldlr	Hlb301	low density lipoprotein receptor	protein-coding
KO Specific	primary_peak_4706	chr11	58938532	58939138	+	517	NA	promoter-TSS (NM_022423)	promoter-TSS (NM_022423)	71	NM_022423	108660	Mm.249986	NM_022423	ENSMUSG00000020496	Rnf187	2410016F01Rik|AB030190|RACO-1	ring finger protein 187	protein-coding
KO Specific	primary_peak_22266	chr4	126086001	126086712	+	517	NA	intron (NM_172701, intron 7 of 9)	intron (NM_172701, intron 7 of 9)	-10297	NM_001163266	116748	Mm.41865	NM_138721	ENSMUSG00000050188	Lsm10	-	U7 snRNP-specific Sm-like protein LSM10	protein-coding
KO Specific	primary_peak_17044	chr2	26351981	26352517	+	516	NA	promoter-TSS (NM_026828)	promoter-TSS (NM_026828)	-139	NM_001139503	52838	Mm.31239	NM_026828	ENSMUSG00000075467	Dnlz	1110034G11Rik|D2Bwg1335e|HEP1	DNL-type zinc finger	protein-coding
KO Specific	primary_peak_22653	chr4	135945816	135946962	+	516	NA	promoter-TSS (NM_008254)	promoter-TSS (NM_008254)	-64	NM_008254	15356	Mm.482102	NM_008254	ENSMUSG00000028672	Hmgcl	AW476067|HL	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	protein-coding
KO Specific	primary_peak_13614	chr17	29395210	29395814	+	515	NA	Intergenic	Intergenic	34598	NM_013710	26382	Mm.279187	NM_013710	ENSMUSG00000024013	Fgd2	Tcd-2|Tcd2|ZFYVE4|tcs-2|tcs2	FYVE, RhoGEF and PH domain containing 2	protein-coding
KO Specific	primary_peak_13824	chr17	35241327	35242563	+	513	NA	promoter-TSS (NM_001252457)	promoter-TSS (NM_001252457)	199	NM_019693	53817	Mm.439827	NM_019693	ENSMUSG00000019432	Ddx39b	0610030D10Rik|AI428441|Bat-1|Bat1|Bat1a|D17H6S81E|D17H6S81E-1|D6S81Eh	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	protein-coding
KO Specific	primary_peak_29759	chr8	57800446	57800701	+	513	NA	intron (NM_175032, intron 10 of 11)	intron (NM_175032, intron 10 of 11)	-147518	NM_001167981	108150	Mm.62886	NM_144731	ENSMUSG00000031608	Galnt7	AI225872	polypeptide N-acetylgalactosaminyltransferase 7	protein-coding
KO Specific	primary_peak_22545	chr4	133706750	133707358	+	512	NA	intron (NM_001080819, intron 4 of 19)	intron (NM_001080819, intron 4 of 19)	10054	NR_106086	102465707		NR_106086	ENSMUSG00000104566	Mir7227	mmu-mir-7227	microRNA 7227	ncRNA
KO Specific	primary_peak_16333	chr19	40894319	40895314	+	512	NA	TTS (NR_106167)	TTS (NR_106167)	111	NM_028319	72672	Mm.313523	NM_028319	ENSMUSG00000049164	Zfp518a	2810401C22Rik|6330417C12Rik|AI426493|Zfp518|Znf518|Znf518a|mKIAA0335	zinc finger protein 518A	protein-coding
KO Specific	primary_peak_22853	chr4	141767301	141767565	+	511	NA	intron (NM_172338, intron 11 of 14)	intron (NM_172338, intron 11 of 14)	20758	NM_001081408	75986	Mm.30032	NM_001081408	ENSMUSG00000040706	Agmat	5033405N08Rik	agmatine ureohydrolase (agmatinase)	protein-coding
KO Specific	primary_peak_558	chr1	64481796	64482532	+	511	NA	Intergenic	Intergenic	-50640	NM_009952	12912	Mm.422634	NM_009952	ENSMUSG00000025958	Creb1	2310001E10Rik|3526402H21Rik|AV083133|Creb|Creb-1	cAMP responsive element binding protein 1	protein-coding
KO Specific	primary_peak_16900	chr2	18027336	18027916	+	510	NA	non-coding (NR_028376, exon 2 of 2)	non-coding (NR_028376, exon 2 of 2)	377	NR_028378	100034739	Mm.401643	NR_028378		Gm17762	-	predicted gene, 17762	ncRNA
KO Specific	primary_peak_5406	chr11	83649090	83649876	+	509	NA	promoter-TSS (NM_011337)	promoter-TSS (NM_011337)	-105	NM_011337	20302	Mm.1282	NM_011337	ENSMUSG00000000982	Ccl3	AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3	chemokine (C-C motif) ligand 3	protein-coding
KO Specific	primary_peak_26331	chr6	99489632	99490473	+	509	NA	Intergenic	Intergenic	-54707	NM_053202	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
KO Specific	primary_peak_31999	chr9	78527269	78528379	+	507	NA	Intergenic	RSINE1|SINE|B4	-46100	NM_010106	13627	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding
KO Specific	primary_peak_18441	chr2	130564084	130564247	+	507	NA	promoter-TSS (NR_040348)	promoter-TSS (NR_040348)	408	NM_207207	99045	Mm.30057	NM_207207	ENSMUSG00000037740	Mrps26	AI648866|GI008|MRP-S13|MRP-S26|Rpms13	mitochondrial ribosomal protein S26	protein-coding
KO Specific	primary_peak_32401	chr9	110531881	110533086	+	506	NA	promoter-TSS (NM_001081340)	promoter-TSS (NM_001081340)	-114	NM_001081340	235626	Mm.288949	NM_001081340	ENSMUSG00000044791	Setd2	4921524K10Rik|BC031601|KMT3A	SET domain containing 2	protein-coding
KO Specific	primary_peak_19064	chr2	167367816	167368828	+	506	NA	Intergenic	Intergenic	-19144	NM_019835	56336	Mm.200886	NM_019835	ENSMUSG00000017929	B4galt5	9430078I07Rik|AW049941|AW539721	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5	protein-coding
KO Specific	primary_peak_26140	chr6	88084235	88085188	+	505	NA	exon (NM_133933, exon 1 of 10)	exon (NM_133933, exon 1 of 10)	238	NM_133933	103963	Mm.188544	NM_133933	ENSMUSG00000030062	Rpn1	AU018702|D6Wsu137e|Rpn-1	ribophorin I	protein-coding
KO Specific	primary_peak_3277	chr10	81357110	81357963	+	505	NA	promoter-TSS (NM_028657)	promoter-TSS (NM_028657)	-34	NM_028657	73822	Mm.182281	NM_028657	ENSMUSG00000034854	Mfsd12	C19orf28|F630110N24Rik|Wdt1|gr	major facilitator superfamily domain containing 12	protein-coding
KO Specific	primary_peak_13524	chr17	27634847	27635635	+	503	NA	promoter-TSS (NM_025963)	promoter-TSS (NM_025963)	1	NM_025963	67097	Mm.275810	NM_025963	ENSMUSG00000052146	Rps10	2210402A09Rik	ribosomal protein S10	protein-coding
KO Specific	primary_peak_12458	chr16	33380407	33381170	+	503	NA	promoter-TSS (NM_011749)	promoter-TSS (NM_011749)	13	NM_011749	22661	Mm.392667	NM_011749	ENSMUSG00000022811	Zfp148	2210405J08Rik|AI480666|AW045217|BERF-1|BFCOL1|ZBP-89|Znf148	zinc finger protein 148	protein-coding
KO Specific	primary_peak_30719	chr8	120667672	120668848	+	503	NA	promoter-TSS (NM_010926)	promoter-TSS (NM_010926)	35	NM_009941	12857	Mm.386758	NM_009941	ENSMUSG00000031818	Cox4i1	AL024441|COX|COX IV-1|COXIV|Cox4|Cox4a|IV-1	cytochrome c oxidase subunit 4I1	protein-coding
KO Specific	primary_peak_20882	chr3	144720080	144720719	+	501	NA	promoter-TSS (NM_019464)	promoter-TSS (NM_019464)	-64	NM_019464	54673	Mm.271775	NM_019464	ENSMUSG00000037062	Sh3glb1	AA409932|AI314629|AU015566|Bif-1|mKIAA0491	SH3-domain GRB2-like B1 (endophilin)	protein-coding
KO Specific	primary_peak_30680	chr8	119812717	119813487	+	501	NA	intron (NM_028071, intron 3 of 3)	intron (NM_028071, intron 3 of 3)	27477	NM_028071	72042	Mm.393405	NM_028071	ENSMUSG00000031827	Cotl1	1810074P22Rik|2010004C08Rik|Clp	coactosin-like 1 (Dictyostelium)	protein-coding
KO Specific	primary_peak_20123	chr3	90051744	90052956	+	500	NA	promoter-TSS (NM_025762)	promoter-TSS (NM_025762)	125	NM_001165987	74383	Mm.25610	NM_028475	ENSMUSG00000042520	Ubap2l	3110083O19Rik|4932431F02Rik|A430103N23Rik|C77168|Nice-4|mKIAA0144	ubiquitin-associated protein 2-like	protein-coding
KO Specific	primary_peak_2611	chr10	40257381	40259249	+	498	NA	promoter-TSS (NM_026113)	promoter-TSS (NM_026113)	-650	NM_026113	67371	Mm.64104	NM_026113	ENSMUSG00000019837	Gtf3c6	2410016F19Rik|AU019813	general transcription factor IIIC, polypeptide 6, alpha	protein-coding
KO Specific	primary_peak_32681	chrX	8192582	8193689	+	498	NA	TTS (NM_023638)	TTS (NM_023638)	377	NM_007898	13595	Mm.27183	NM_007898	ENSMUSG00000031168	Ebp	AI255399|Pabp|SI|Td|mSI	phenylalkylamine Ca2+ antagonist (emopamil) binding protein	protein-coding
KO Specific	primary_peak_19423	chr3	20027790	20028108	+	497	NA	intron (NM_001146324, intron 4 of 8)	RLTR15|LTR|ERVK	7361	NM_001146324	12807	Mm.291533	NM_080634	ENSMUSG00000027615	Hps3	coa	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	protein-coding
KO Specific	primary_peak_5344	chr11	80183415	80184172	+	497	NA	promoter-TSS (NM_028019)	promoter-TSS (NM_028019)	-79	NM_028019	71956	Mm.22985	NM_028019	ENSMUSG00000020707	Rnf135	0610037N03Rik|2410006N06Rik|Riplet|U 2-3-0	ring finger protein 135	protein-coding
KO Specific	primary_peak_29263	chr8	3676050	3676999	+	496	NA	promoter-TSS (NM_025701)	promoter-TSS (NM_025701)	47	NM_025701	66682	Mm.29090	NM_025701	ENSMUSG00000040236	Trappc5	4021401A16Rik|TRS31	trafficking protein particle complex 5	protein-coding
KO Specific	primary_peak_23173	chr5	3420109	3421470	+	496	NA	intron (NM_009873, intron 2 of 6)	intron (NM_009873, intron 2 of 6)	76477	NM_009873	12571	Mm.31672	NM_009873	ENSMUSG00000040274	Cdk6	AI504062|Crk2	cyclin-dependent kinase 6	protein-coding
KO Specific	primary_peak_28999	chr7	130533314	130533842	+	494	NA	3' UTR (NM_001162855, exon 10 of 11)	3' UTR (NM_001162855, exon 10 of 11)	-13209	NM_001271343	11907	Mm.216321	NM_013799	ENSMUSG00000030850	Ate1	AI225793|AW547406	arginyltransferase 1	protein-coding
KO Specific	primary_peak_24535	chr5	122391623	122392625	+	494	NA	intron (NM_019824, intron 1 of 6)	CpG	196	NM_019824	56378	Mm.275942	NM_019824	ENSMUSG00000029465	Arpc3	1110006A04Rik|p21-ARC|p21-Ar|p21Arc	actin related protein 2/3 complex, subunit 3	protein-coding
KO Specific	primary_peak_17149	chr2	29739118	29739842	+	494	NA	3' UTR (NM_054050, exon 24 of 24)	3' UTR (NM_054050, exon 24 of 24)	-22048	NM_001177392	433416	Mm.330112	NM_001034887	ENSMUSG00000075425	Gm13547	-	predicted gene 13547	protein-coding
KO Specific	primary_peak_27206	chr7	16052688	16053421	+	494	NA	Intergenic	CpG	-18888	NM_001099277	666528	Mm.290718	NM_001099277	ENSMUSG00000078796	Zfp541	EG666528|Znf541	zinc finger protein 541	protein-coding
KO Specific	primary_peak_28399	chr7	97696168	97697209	+	492	NA	promoter-TSS (NM_023671)	promoter-TSS (NM_023671)	31	NM_023671	12729	Mm.21482	NM_023671	ENSMUSG00000025439	Clns1a	2610036D06Rik|2610100O04Rik|Clci|Clcni|ICLN	chloride channel, nucleotide-sensitive, 1A	protein-coding
